variant,seed,depth,mse,se
matched,1,1,1.2432725429534912,0.012703047133982182
matched,1,2,0.40225762128829956,0.003496518125757575
matched,1,4,0.3743009567260742,0.0034614242613315582
matched,1,8,0.14731360971927643,0.0019577364437282085
matched,1,12,0.11752475798130035,0.0017925659194588661
matched,1,16,0.11923345178365707,0.002011912874877453
matched,1,24,0.11624862998723984,0.0017991815693676472
matched,1,32,0.11618848145008087,0.001873117871582508
