variant,seed,n_context,method,mse,se,episodes,parameters,eta,beta
matched,1,4,model,0.5115301012992859,0.004866528790444136,5120,1346,2.4659194946289062,0.6373419761657715
matched,1,4,exact_krr,0.5093691349029541,0.0048563238233327866,5120,1346,2.4659194946289062,0.6373419761657715
matched,1,4,nw,0.8431745767593384,0.009320670738816261,5120,1346,2.4659194946289062,0.6373419761657715
matched,1,8,model,0.24660904705524445,0.0030073891393840313,5120,1346,2.479273557662964,0.622607409954071
matched,1,8,exact_krr,0.24096937477588654,0.002969032619148493,5120,1346,2.479273557662964,0.622607409954071
matched,1,8,nw,0.4659807085990906,0.0053004608489573,5120,1346,2.479273557662964,0.622607409954071
matched,1,12,model,0.12315821647644043,0.0018846996827051044,5120,1346,2.4896957874298096,0.6203020215034485
matched,1,12,exact_krr,0.11569877713918686,0.001828607521019876,5120,1346,2.4896957874298096,0.6203020215034485
matched,1,12,nw,0.3233785927295685,0.0036051608622074127,5120,1346,2.4896957874298096,0.6203020215034485
matched,1,16,model,0.061455678194761276,0.0011288360692560673,5120,1346,2.484422206878662,0.6154801249504089
matched,1,16,exact_krr,0.05450518801808357,0.001067071221768856,5120,1346,2.484422206878662,0.6154801249504089
matched,1,16,nw,0.2600855827331543,0.0025812566746026278,5120,1346,2.484422206878662,0.6154801249504089
matched,1,24,model,0.022134749218821526,0.00041289348155260086,5120,1346,2.4446561336517334,0.5982343554496765
matched,1,24,exact_krr,0.01771322824060917,0.0003796559467446059,5120,1346,2.4446561336517334,0.5982343554496765
matched,1,24,nw,0.21189112961292267,0.001771522220224142,5120,1346,2.4446561336517334,0.5982343554496765
