step,train_cond,eval_cond,loss,eval_mse_post,eval_mse_true,eval_rel_post,dual_diag_same_depth_mse,primal_jac_same_depth_mse,layer0_mse,layerlast_mse,score_corr_linear_kernel,attn_entropy_last
6000,10.0,10.0,0.004794680047780275,0.0037971874698996544,0.004407597705721855,0.05847391486167908,0.04178356006741524,0.0006872402736917138,0.3868183493614197,0.0037971874698996544,0.12381303310394287,4.849283218383789
6250,10.0,10.0,0.0037938852328807116,0.003897476941347122,0.004524921998381615,0.0587209053337574,0.04175776243209839,0.0007077879272401333,0.39068320393562317,0.003897476941347122,0.11575998365879059,4.849323272705078
6500,10.0,10.0,0.005030046217143536,0.0036462461575865746,0.0043390244245529175,0.05762198567390442,0.04366733878850937,0.0007412874838337302,0.3923761248588562,0.0036462461575865746,0.12322937697172165,4.849272727966309
6750,10.0,10.0,0.0035638869740068913,0.0033784806728363037,0.00399512704461813,0.05653882771730423,0.04038332402706146,0.0006914305267855525,0.37924736738204956,0.0033784806728363037,0.12217599153518677,4.8492913246154785
7000,10.0,10.0,0.004154309630393982,0.003647896461188793,0.004408877342939377,0.05687630921602249,0.04365966469049454,0.0006985690561123192,0.38886234164237976,0.003647896461188793,0.12213924527168274,4.849274635314941
7250,10.0,10.0,0.003574951319023967,0.0034338964615017176,0.0040925247594714165,0.05595436692237854,0.040682949125766754,0.0006883435416966677,0.3801344633102417,0.0034338964615017176,0.11921845376491547,4.849298477172852
7500,10.0,10.0,0.003841349622234702,0.0050603291019797325,0.00564565509557724,0.05831385776400566,0.0396137498319149,0.0007367758080363274,0.38152652978897095,0.0050603291019797325,0.11708217114210129,4.849292755126953
7750,10.0,10.0,0.003514424432069063,0.0032431483268737793,0.0038726930506527424,0.0550701878964901,0.040287088602781296,0.0006381259299814701,0.3769945204257965,0.0032431483268737793,0.11658560484647751,4.849277496337891
8000,10.0,10.0,0.003604564117267728,0.004083801060914993,0.004701470024883747,0.058292314410209656,0.04190465807914734,0.0007348359795287251,0.3786051869392395,0.004083801060914993,0.1147274300456047,4.849270820617676
8250,10.0,10.0,0.003718429245054722,0.0037432946264743805,0.0043699974194169044,0.05830918624997139,0.04299134761095047,0.0007662323769181967,0.3770763576030731,0.0037432946264743805,0.11459346115589142,4.849287986755371
8500,10.0,10.0,0.00389263522811234,0.004243804607540369,0.004909835290163755,0.059153635054826736,0.04143262654542923,0.0006860495777800679,0.3867570459842682,0.004243804607540369,0.11169904470443726,4.8492889404296875
8750,10.0,10.0,0.0034681828692555428,0.0036319021601229906,0.0042891232296824455,0.05707043781876564,0.042005252093076706,0.0007231052732095122,0.39186689257621765,0.0036319021601229906,0.11919119954109192,4.849294662475586
9000,10.0,10.0,0.004509237594902515,0.004664889536798,0.005326330661773682,0.0656861886382103,0.040762536227703094,0.0007263501174747944,0.3894270658493042,0.004664889536798,0.10564473271369934,4.849318504333496
9250,10.0,10.0,0.0033043313305824995,0.0030737794004380703,0.0036919908598065376,0.05407891049981117,0.03872222453355789,0.0006116024451330304,0.3689902722835541,0.0030737794004380703,0.10639579594135284,4.84926700592041
9500,10.0,10.0,0.004034444689750671,0.00389868370257318,0.004560216795653105,0.060713134706020355,0.042008914053440094,0.0006744337733834982,0.38791510462760925,0.00389868370257318,0.10280169546604156,4.849306583404541
9750,10.0,10.0,0.003842088859528303,0.003984534181654453,0.00456129340454936,0.059216760098934174,0.045117467641830444,0.0007889079861342907,0.3997593820095062,0.003984534181654453,0.10007698833942413,4.849254131317139
10000,10.0,10.0,0.004008781630545855,0.003960991278290749,0.0046454910188913345,0.06101979687809944,0.04069105535745621,0.0006382105057127774,0.3768382668495178,0.003960991278290749,0.09930246323347092,4.849294662475586
10250,10.0,10.0,0.0047096917405724525,0.003889727173373103,0.004465138539671898,0.05756253004074097,0.04205834120512009,0.0006176642491482198,0.3861524760723114,0.003889727173373103,0.10411940515041351,4.849265098571777
10500,10.0,10.0,0.003662362229079008,0.003629587357863784,0.0042776064947247505,0.05656373128294945,0.04253125935792923,0.0007486490067094564,0.3823574185371399,0.003629587357863784,0.0950598418712616,4.849238395690918
10750,10.0,10.0,0.0034557897597551346,0.0036304579116404057,0.004267961718142033,0.05718459188938141,0.043358154594898224,0.0007217393722385168,0.3892233967781067,0.0036304579116404057,0.09350569546222687,4.849245071411133
11000,10.0,10.0,0.003906243946403265,0.0035440963692963123,0.00422172574326396,0.05737410485744476,0.043490875512361526,0.0007104504620656371,0.38276147842407227,0.0035440963692963123,0.09301501512527466,4.849247932434082
11250,10.0,10.0,0.0028801807202398777,0.0036369790323078632,0.004323998931795359,0.05758193880319595,0.042002782225608826,0.0007586040301248431,0.3861788511276245,0.0036369790323078632,0.08671760559082031,4.849246025085449
11500,10.0,10.0,0.004306816030293703,0.003813395043835044,0.004555257502943277,0.05851706862449646,0.04565398767590523,0.0007626577862538397,0.40492114424705505,0.003813395043835044,0.0916161984205246,4.849214553833008
11750,10.0,10.0,0.0037163379602134228,0.0035658376291394234,0.0041539352387189865,0.057819925248622894,0.039300303906202316,0.0006896061822772026,0.3741110563278198,0.0035658376291394234,0.08528277277946472,4.849218368530273
12000,10.0,10.0,0.003665451891720295,0.0034560589119791985,0.004107834305614233,0.057178035378456116,0.040509048849344254,0.0006797517999075353,0.3782672584056854,0.0034560589119791985,0.08114967495203018,4.849226474761963
12250,10.0,10.0,0.003517488483339548,0.0034991467837244272,0.004125436767935753,0.05651190131902695,0.04163321852684021,0.000712106004357338,0.3810758590698242,0.0034991467837244272,0.0847504585981369,4.849201202392578
12500,10.0,10.0,0.0033191624097526073,0.0034323916770517826,0.004057636484503746,0.056363265961408615,0.04108475148677826,0.0007110722945071757,0.3734327554702759,0.0034323916770517826,0.07766412198543549,4.8491973876953125
12750,10.0,10.0,0.004204964730888605,0.0036038728430867195,0.004231546074151993,0.05640081316232681,0.042502403259277344,0.000679327582474798,0.38725489377975464,0.0036038728430867195,0.07299046963453293,4.849209308624268
13000,10.0,10.0,0.0039937738329172134,0.003589656436815858,0.004215705674141645,0.058042626827955246,0.04199349507689476,0.0007159220986068249,0.3807600140571594,0.003589656436815858,0.07296325266361237,4.849212646484375
13250,10.0,10.0,0.0035961512476205826,0.00331299495883286,0.003950232639908791,0.05473385378718376,0.04122798144817352,0.0007399856694974005,0.3777541518211365,0.00331299495883286,0.07276731729507446,4.849184989929199
13500,10.0,10.0,0.0032506370916962624,0.0032598734833300114,0.003950898069888353,0.055442165583372116,0.041119035333395004,0.0007391195395030081,0.3750317096710205,0.0032598734833300114,0.06597666442394257,4.849184513092041
13750,10.0,10.0,0.006853245198726654,0.02017100155353546,0.02078065276145935,0.062166884541511536,0.04165862873196602,0.000640218670014292,0.37449055910110474,0.02017100155353546,0.07387129962444305,4.849160671234131
14000,10.0,10.0,0.0034192653838545084,0.003552543232217431,0.004144337493926287,0.05686754733324051,0.04408441483974457,0.0007036613533273339,0.40027084946632385,0.003552543232217431,0.0663575530052185,4.849201679229736
14250,10.0,10.0,0.0036287771072238684,0.0036255749873816967,0.004275930114090443,0.05799679830670357,0.04187694191932678,0.0007599260425195098,0.37999874353408813,0.0036255749873816967,0.06334203481674194,4.849190711975098
14500,10.0,10.0,0.0032402484212070704,0.0036874727811664343,0.004289624281227589,0.05691596493124962,0.04391486197710037,0.0006729348679073155,0.389437198638916,0.0036874727811664343,0.058602966368198395,4.849178791046143
14750,10.0,10.0,0.0036185598000884056,0.003496431512758136,0.0041700429283082485,0.05677522346377373,0.04217561334371567,0.0006718761287629604,0.3839936852455139,0.003496431512758136,0.05573153495788574,4.849175930023193
15000,10.0,10.0,0.003712268779054284,0.003544771810993552,0.004249938763678074,0.05664297193288803,0.04095200449228287,0.0006852737860754132,0.3795809745788574,0.003544771810993552,0.05734877288341522,4.849167346954346
15250,10.0,10.0,0.003373159561306238,0.003530713729560375,0.004166802857071161,0.05757115036249161,0.041672538965940475,0.0006776415975764394,0.3774529695510864,0.003530713729560375,0.05497422814369202,4.849162578582764
15500,10.0,10.0,0.00398752186447382,0.0037494918797165155,0.004498686175793409,0.060045816004276276,0.03945963829755783,0.000626985274720937,0.3686877489089966,0.0037494918797165155,0.041510023176670074,4.849213600158691
15750,10.0,10.0,0.0032216361723840237,0.0035874927416443825,0.004305399954319,0.057978540658950806,0.04096560925245285,0.0007089764112606645,0.38425660133361816,0.0035874927416443825,0.0443677119910717,4.849143028259277
16000,10.0,10.0,0.003176840953528881,0.0033799505326896906,0.004024903289973736,0.05588293448090553,0.041158609092235565,0.000729802472051233,0.37352025508880615,0.0033799505326896906,0.04093044251203537,4.849148750305176
16250,10.0,10.0,0.003570795990526676,0.003426996525377035,0.004040198400616646,0.05677993595600128,0.04054618626832962,0.0006316303042694926,0.3761768937110901,0.003426996525377035,0.041356392204761505,4.849153995513916
16500,10.0,10.0,0.0032751732505857944,0.00355132226832211,0.004205329343676567,0.05610030144453049,0.04170158505439758,0.0007037024479359388,0.3788132071495056,0.00355132226832211,0.040977537631988525,4.849132537841797
16750,10.0,10.0,0.003261358244344592,0.0036031906493008137,0.0042459601536393166,0.05657035857439041,0.04125788062810898,0.0006713011534884572,0.3744756579399109,0.0036031906493008137,0.03161664307117462,4.849133014678955
17000,10.0,10.0,0.0032583982683718204,0.0034295362420380116,0.0040330300107598305,0.056591589003801346,0.04243066906929016,0.0006625407841056585,0.38341960310935974,0.0034295362420380116,0.025400452315807343,4.849113464355469
17250,10.0,10.0,0.0042010280303657055,0.004330674186348915,0.005011053755879402,0.0616459958255291,0.04250502586364746,0.000784156727604568,0.3886321485042572,0.004330674186348915,0.025731753557920456,4.849166393280029
17500,10.0,10.0,0.003593312343582511,0.004158637020736933,0.004873218946158886,0.0583195686340332,0.042135853320360184,0.00078018062049523,0.3944188058376312,0.004158637020736933,0.020124386996030807,4.849106788635254
17750,10.0,10.0,0.003397746942937374,0.00338717270642519,0.004059078171849251,0.05527101457118988,0.04242822527885437,0.0006638424238190055,0.3887675404548645,0.00338717270642519,0.015136443078517914,4.849092483520508
18000,10.0,10.0,0.0037165828980505466,0.003491118084639311,0.004126286134123802,0.05658777803182602,0.04314659535884857,0.0007895262679085135,0.3920709490776062,0.003491118084639311,0.02141561731696129,4.8491010665893555
18250,10.0,10.0,0.003215267788618803,0.003410804085433483,0.004008872900158167,0.056255631148815155,0.04375632107257843,0.0007883596699684858,0.38383859395980835,0.003410804085433483,0.017678439617156982,4.849065780639648
18500,10.0,10.0,0.0033788629807531834,0.0036181691102683544,0.004248444922268391,0.05718383938074112,0.04204271733760834,0.0006548844976350665,0.3796864449977875,0.0036181691102683544,0.004778917878866196,4.84907341003418
18750,10.0,10.0,0.003876165021210909,0.0035719601437449455,0.004233622923493385,0.058346014469861984,0.04033172130584717,0.0007411140250042081,0.3747059106826782,0.0035719601437449455,0.004724602214992046,4.849079132080078
19000,10.0,10.0,0.0033581159077584743,0.0034548186231404543,0.004071991890668869,0.05493353679776192,0.04125009477138519,0.0007299999706447124,0.3823815584182739,0.0034548186231404543,0.006846770644187927,4.849068641662598
19250,10.0,10.0,0.004305209033191204,0.0030175705906003714,0.0036530892830342054,0.053443506360054016,0.04016345739364624,0.000665694591589272,0.3679015338420868,0.0030175705906003714,-0.0029884492978453636,4.849052429199219
19500,10.0,10.0,0.0033404179848730564,0.0032872268930077553,0.003948143217712641,0.05424845218658447,0.042585186660289764,0.0007930316496640444,0.38225898146629333,0.0032872268930077553,-0.004456266760826111,4.849028587341309
19750,10.0,10.0,0.0035432507283985615,0.003407906973734498,0.004064803943037987,0.05635308101773262,0.03919228911399841,0.0007615578360855579,0.3722367584705353,0.003407906973734498,-0.01409585028886795,4.849033832550049
20000,10.0,10.0,0.0035812226124107838,0.0038296158891171217,0.00449621956795454,0.0589800626039505,0.041760627180337906,0.0007893964066170156,0.3862900733947754,0.0038296158891171217,-0.009092770516872406,4.849055767059326
