r,num_depths,slope_V_same_off_vs_L,intercept_V_same_off_vs_L,slope_C_same_off_vs_L,intercept_C_same_off_vs_L,slope_A_same_off_vs_L,intercept_A_same_off_vs_L,slope_V_disjoint_off_vs_L,intercept_V_disjoint_off_vs_L,slope_C_disjoint_off_vs_L,intercept_C_disjoint_off_vs_L,slope_A_disjoint_off_vs_L,intercept_A_disjoint_off_vs_L
8,4,-4.020319756771411,10.533058316066434,-3.9579969725871362,15.293282220291502,-3.7344453564142337,19.539200902128506,-4.017997438225463,10.020065245150294,-3.9443233572541425,14.734228852958076,-3.6965999105469183,18.880407321449503
16,4,0.27895940313475154,-3.405916429639069,0.5071699184636649,0.7591699232390923,0.864630541329684,4.4812661384008,0.2856971768293096,-3.765087662031626,0.5597076694822725,0.23378253728468215,0.976626126616522,3.739185783804857
32,4,1.7586505483166126,-9.029616307122842,2.0008317048971125,-4.798195545801238,2.30468421967364,-0.7782660521786955,1.7304107115128846,-9.160170267487553,1.9704862824768805,-4.921548058360795,2.254209542177134,-0.8343257910196977
64,4,2.440496023480071,-12.921815885484188,2.57318341181559,-8.434366995783048,2.7266967701086733,-4.005120429928846,2.48037834546265,-13.277056849286208,2.612976634421254,-8.79075230889633,2.763302564561819,-4.354246367756864
128,4,1.6725071004562697,-10.436302793123744,2.0862348128303956,-6.940275893288972,2.7280294651002905,-4.247751710833486,1.722999899519112,-10.809533105660696,2.153979690217137,-7.374863835545539,2.6432120077718193,-4.144541937146599
